flower_id,color,meaning_ko,culture_region,era,source_id,source_url,confidence_level,caution_note,editorial_note,reviewed_at
lily-of-the-valley,white,달콤함,japan,modern,wikipedia-hanakotoba,https://en.wikipedia.org/wiki/Hanakotoba,single_source,향은 달지만 모든 부위에 강한 독이 있어요. 아이·반려동물이 있는 집에는 권하지 않아요,"seed-v3: 하나코토바 鈴蘭 — sweet. 이름도 향도 다정한데 실제로는 카탈로그에서 가장 위험한 꽃이라, 꽃말과 안전 문구를 반드시 함께 보여 줘야 해요",2026-08-15
chrysanthemum,white,흰 국화 한 송이 — 애도,korea,modern,wikipedia-chrysanthemum,https://en.wikipedia.org/wiki/Chrysanthemum,repeated,한국에서 흰 국화는 조문의 꽃이에요. 축하나 고백 자리에는 쓰지 않아요,"seed-v3: 장례에 흰 국화 화환을 놓는 관습은 20세기 초부터 널리 퍼졌어요. 아주 오래된 전통 같지만 백 년 남짓 된 관습입니다",2026-08-15
chrysanthemum,yellow,황실의 꽃,japan,modern,wikipedia-hanakotoba,https://en.wikipedia.org/wiki/Hanakotoba,repeated,,"seed-v3: 하나코토바에서 노란 국화는 imperial(황실)이에요. 열여섯 잎 국화문은 지금도 일본 여권 표지에 있고, 메이지 시기에는 천황 외에 누구도 쓸 수 없었습니다",2026-08-15
chrysanthemum,red,사랑합니다,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,varies,한국에서 국화는 조문의 꽃이라 같은 붉은 국화도 자리에 따라 정반대로 읽혀요,"seed-v3: Greenaway 1884 'Chrysanthemum, Red — I love.' · 'Chrysanthemum, White — Truth.' · 'Chrysanthemum, Yellow — Slighted love.' 빅토리아 목록에서 국화는 고백의 꽃이었어요",2026-08-15
chrysanthemum,,서리를 견디는 꽃 — 사군자의 은일,china,ancient,wikipedia-chrysanthemum,https://en.wikipedia.org/wiki/Chrysanthemum,repeated,,seed-v3: 매화·난초·대나무와 함께 사군자로 꼽혀요. 벼슬을 버리고 돌아간 도연명이 아끼던 꽃이라 고결함의 상징이 됐습니다,2026-08-15
narcissus,,눈여겨보는 마음 — 곁에 두고 계속 바라보게 되는 사람에게,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,"seed-v4: Greenaway 1884 'Daffodil — Regard'. 같은 사전이 Daffodil 은 Regard, Narcissus 는 Egotism 으로 갈라 적어, 색이 아니라 이름에 따라 뜻이 갈리는 첫 사례",2026-08-15
narcissus,,자기 자신에게 빠진 마음,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,선물 자리에서는 자기애로 읽힐 수 있어요,"seed-v4: Greenaway 1884 'Narcissus — Egotism'. Dumont 1851 도 'Narcissus and Daffodil, (Self-love)' 로 같은 방향",2026-08-15
narcissus,yellow,답장을 기다리는 마음 — 건넨 마음이 돌아오길 바랄 때,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,single_source,,seed-v4: Greenaway 1884 'Jonquil — I desire a return of affection'. 종킬(N. jonquilla) 항목이라 절화 주력인 나팔수선화와 종이 다름,2026-08-15
narcissus,,스스로를 귀하게 여기는 일,japan,modern,wikipedia-hanakotoba,https://en.wikipedia.org/wiki/Hanakotoba,repeated,,seed-v4: 하나코토바 水仙 — Self-esteem,2026-08-15
forget-me-not,,진실한 사랑 — 나를 잊지 말아요,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,seed-v4: Greenaway 1884 'Forget Me Not — True love. Forget me not.',2026-08-15
forget-me-not,,진실한 사랑,japan,modern,wikipedia-hanakotoba,https://en.wikipedia.org/wiki/Hanakotoba,repeated,,seed-v4: 하나코토바 勿忘草 — True love. 서로 참고하지 않았을 두 목록이 같은 말을 골랐다,2026-08-15
forget-me-not,blue,잊지 않겠다는 약속 — 기억을 잃어 가는 이를 곁에서 지키는 마음,western,modern,wikipedia-myosotis,https://en.wikipedia.org/wiki/Myosotis,repeated,,seed-v4: 기억을 잃어 가는 이를 돌보는 자리에서 널리 쓰이는 해석,2026-08-15
forget-me-not,blue,먼저 간 이들을 기억하는 일,armenia,modern,wikipedia-myosotis,https://en.wikipedia.org/wiki/Myosotis,single_source,,seed-v4: 2015년 아르메니아 집단학살 100주기 추모 엠블럼. 한 나라의 기억 상징이라 single_source,2026-08-15
cherry-blossom,pink,"다정함, 그리고 지나가는 것들의 아름다움",japan,modern,wikipedia-hanakotoba,https://en.wikipedia.org/wiki/Hanakotoba,repeated,,"seed-v4: 하나코토바 桜 — Kind, gentle, transience",2026-08-15
cherry-blossom,white,속임 — 겉과 속이 다를 때,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,single_source,"빅토리아 시대 사전의 해석이라, 오늘날 선물 자리와는 결이 정반대예요","seed-v4: Greenaway 1884 'Cherry Tree, White — Deception'. 일본 쪽 해석과 정반대라 대비 카드가 된다",2026-08-15
cherry-blossom,,곧 스러질 것을 알고도 마음을 다하는 일,japan,18c,wikipedia-cherry-blossom,https://en.wikipedia.org/wiki/Cherry_blossom,repeated,,seed-v4: 모노노아와레는 18세기 학자 모토오리 노리나가가 정리한 개념,2026-08-15
cherry-blossom,,봄이 왔다는 소식,japan,ancient,wikipedia-hanami,https://en.wikipedia.org/wiki/Hanami,repeated,,seed-v4: 하나미의 출발점 — 봄을 알리는 꽃이라는 오래된 자리,2026-08-15
camellia,red,"사랑에 빠진 마음, 그리고 기품 있게 지는 일",japan,modern,wikipedia-hanakotoba,https://en.wikipedia.org/wiki/Hanakotoba,repeated,,"seed-v4: 하나코토바 椿(붉은 동백) — In love, perishing with grace",2026-08-15
camellia,white,기다림,japan,modern,wikipedia-hanakotoba,https://en.wikipedia.org/wiki/Hanakotoba,repeated,,seed-v4: 하나코토바 白椿 — Waiting. anniversary 자리에 특히 어울린다,2026-08-15
camellia,red,내세우지 않는 뛰어남,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,"seed-v4: Greenaway 1884 'Camellia Japonica, Red — Unpretending excellence'. Dumont 1851 은 'Camellia Japonica, (Modest merit)'",2026-08-15
camellia,white,흠 없는 아름다움,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,"seed-v4: Greenaway 1884 'Camellia Japonica, White — Perfected loveliness'",2026-08-15
violet,blue,변하지 않음,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,"seed-v4: Greenaway 1884 'Violet, Blue — Faithfulness'",2026-08-15
violet,purple,겸손 — 앞에 나서지 않는 마음,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,"seed-v4: Greenaway 1884 'Violet, Sweet — Modesty'. Dumont 1851 은 'Violet, (Modest worth)'",2026-08-15
violet,yellow,소박한 행복,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,single_source,,"seed-v4: Greenaway 1884 'Violet, Yellow — Rural happiness'. 노란 제비꽃은 국내 유통이 드물어 single_source",2026-08-15
violet,,아테네의 꽃,greece,ancient,wikipedia-viola-odorata,https://en.wikipedia.org/wiki/Viola_odorata,repeated,,seed-v4: 고대 아테네를 상징한 꽃. 도시의 상징이 장미도 백합도 아닌 이 작은 꽃이었다,2026-08-15
iris,,"전하고 싶은 말, 소식",uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,seed-v4: Greenaway 1884 'Iris — Message'. 신화 속 이리스가 신들의 전령이었다는 사실과 한 줄로 이어진다,2026-08-15
iris,,"좋은 소식, 그리고 변치 않음",japan,modern,wikipedia-hanakotoba,https://en.wikipedia.org/wiki/Hanakotoba,repeated,,"seed-v4: 하나코토바 菖蒲 — Good news, glad tidings. 동서가 똑같이 소식이라 적은 드문 꽃",2026-08-15
iris,purple,타오르는 마음,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,single_source,,"seed-v4: Greenaway 1884 'Iris, German — Flame'. 저먼 아이리스(I. germanica) 항목이라 절화 주력인 더치 아이리스와 종이 다름",2026-08-15
iris,,무지개 — 하늘과 땅을 잇는 다리,greece,ancient,wikipedia-iris-myth,https://en.wikipedia.org/wiki/Iris_(mythology),repeated,,seed-v4: 무지개의 여신이자 신들의 전령인 이리스에서 온 이름,2026-08-15
marigold,,슬픔,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,같은 꽃이 멕시코에서는 재회의 꽃이에요. 문화권에 따라 뜻이 정반대로 갈립니다,"seed-v4: Greenaway 1884 'Marigold — Grief'. Dumont 1851 도 'Marigold, (Grief)'",2026-08-15
marigold,yellow,질투,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,같은 꽃이 멕시코에서는 재회의 꽃이에요. 문화권에 따라 뜻이 정반대로 갈립니다,"seed-v4: Greenaway 1884 'Marigold, French — Jealousy'. 같은 사전에 'Marigold, African — Vulgar minds', 'Marigold and Cypress — Despair' 까지 있어 좋은 말이 한 줄도 없다",2026-08-15
marigold,orange,떠난 이를 집으로 데려오는 꽃,mexico,modern,wikipedia-tagetes-erecta,https://en.wikipedia.org/wiki/Tagetes_erecta,repeated,,seed-v4: 죽은 자의 날에 꽃잎으로 길을 내 떠난 가족을 집으로 데려온다는 해석. 빅토리아 사전과 정반대 자리,2026-08-15
marigold,,신에게 바치는 꽃,india,modern,wikipedia-tagetes-erecta,https://en.wikipedia.org/wiki/Tagetes_erecta,repeated,,seed-v4: 힌두 의례의 화환 꽃. 멕시코 원산인데 인도가 최대 재배지 중 하나가 되었다,2026-08-15
corn-poppy,red,위로,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,"seed-v4: Greenaway 1884 'Poppy, Red — Consolation'. 30년 뒤 플랑드르 추모와 정확히 이어져, 꽃말이 먼저 있고 역사가 나중에 그 자리를 채운 드문 사례",2026-08-15
corn-poppy,white,잠 — 나를 아프게 하는 것이자 낫게 하는 것,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,single_source,빅토리아 시대 사전의 해석이라 오늘날 쓰임과는 결이 달라요,"seed-v4: Greenaway 1884 'Poppy, White — Sleep. My bane. My antidote.' 흰 개양귀비는 국내 유통이 드물어 single_source",2026-08-15
corn-poppy,red,즐거움을 좋아하는 마음,japan,modern,wikipedia-hanakotoba,https://en.wikipedia.org/wiki/Hanakotoba,repeated,,"seed-v4: 하나코토바 雛芥子 — Fun-loving, pleasure",2026-08-15
corn-poppy,red,돌아오지 못한 이들을 기억하는 일,commonwealth,modern,wikipedia-remembrance-poppy,https://en.wikipedia.org/wiki/Remembrance_poppy,repeated,,seed-v4: 영연방의 추모 양귀비(remembrance poppy). 1921년부터 이어진 관습,2026-08-15
jasmine,white,다정함,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,"seed-v4: Greenaway 1884 'Jasmine — Amiability'. Dumont 1851 도 'Jasmine, (Amiability)'",2026-08-15
jasmine,white,당신에게 마음을 맡깁니다,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,single_source,,"seed-v4: Greenaway 1884 'Jasmine, Indian — I attach myself to you.' 인디언 재스민 항목이라 삼팍(J. sambac) 과 종이 다를 수 있어 single_source",2026-08-15
jasmine,,다정하고 우아함,japan,modern,wikipedia-hanakotoba,https://en.wikipedia.org/wiki/Hanakotoba,repeated,,"seed-v4: 하나코토바 茉莉花 — Amiability, grace",2026-08-15
jasmine,white,순결 — 신부의 꽃,philippines-indonesia,modern,wikipedia-jasminum-sambac,https://en.wikipedia.org/wiki/Jasminum_sambac,repeated,,seed-v4: 필리핀 삼파기타·인도네시아 믈라티 푸티 — 두 나라의 나라꽃이자 신부의 꽃,2026-08-15
babys-breath,white,맑은 마음,korea,modern,wikipedia-ko-angaekkot,https://ko.wikipedia.org/wiki/%EC%95%88%EA%B0%9C%EA%BD%83,single_source,,seed-v4: 한국어 위키백과 안개꽃 항목의 꽃말. 국내에서 널리 쓰이는 해석이지만 stub 문서 한 곳이라 single_source,2026-08-15
babys-breath,white,변치 않는 사랑,korea,modern,wikipedia-ko-angaekkot,https://ko.wikipedia.org/wiki/%EC%95%88%EA%B0%9C%EA%BD%83,single_source,,seed-v4: 한국어 위키백과 안개꽃 항목의 꽃말. 같은 이유로 single_source,2026-08-15
babys-breath,,석고를 사랑하는 꽃 — 메마른 땅에서 자라는 마음,etymology,modern,wikipedia-gypsophila,https://en.wikipedia.org/wiki/Gypsophila,repeated,,seed-v4: 속명 Gypsophila 는 그리스어 gypsos(석고) + philios(사랑하는). Greenaway 1884·Dumont 1851 어디에도 이 꽃 항목이 없다 — 19세기 서양 꽃말 사전이 만들어질 때 아직 관상용으로 널리 쓰이지 않았기 때문이다,2026-08-15
cosmos,,가지런함 — 흐트러지지 않은 마음,etymology,18c,wikipedia-cosmos-plant,https://en.wikipedia.org/wiki/Cosmos_(plant),repeated,,seed-v4: 속명 Cosmos 는 그리스어 kosmos(질서 잡힌 것). 1791년 명명 근거가 꽃잎이 고르게 둘러선 모양이었다,2026-08-15
cosmos,,보석처럼 빛나는 것,etymology,18c,wikipedia-cosmos-plant,https://en.wikipedia.org/wiki/Cosmos_(plant),varies,,seed-v4: 또 다른 설명은 kosmima(보석)에서 왔다는 것. 두 설이 나란히 전해져 varies,2026-08-15
cosmos,pink,가을이 왔다는 소식,korea,modern,wikipedia-cosmos-plant,https://en.wikipedia.org/wiki/Cosmos_(plant),single_source,,seed-v4: 가을을 알리는 꽃이라는 국내 해석. Greenaway 1884·Dumont 1851·하나코토바 셋 다 코스모스 항목이 없다,2026-08-15
magnolia,white,자연을 사랑하는 마음,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,seed-v4: Greenaway 1884 'Magnolia — Love of Nature',2026-08-15
magnolia,,꾸미지 않은 것,japan,modern,wikipedia-hanakotoba,https://en.wikipedia.org/wiki/Hanakotoba,repeated,,"seed-v4: 하나코토바 木蓮 — Natural, unpretentious. 동서가 같은 방향을 가리키는 드문 꽃",2026-08-15
magnolia,white,북쪽을 향해 피는 꽃,korea,modern,wikipedia-ko-mokryeon,https://ko.wikipedia.org/wiki/%EB%AA%A9%EB%A0%A8,varies,,seed-v4: 봉오리 끝이 북쪽으로 기울어 북향화라 불린다. 한국어 위키백과가 전설로 소개해 varies,2026-08-15
pansy,,생각 — 당신을 떠올리고 있어요,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,seed-v4: Greenaway 1884 'Pansy — Thoughts'. 어원부터가 프랑스어 pensée(생각),2026-08-15
pansy,,나를 생각해 주세요,uk,victorian,dumont-1851,https://www.gutenberg.org/ebooks/71779,repeated,,"seed-v4: Dumont 1851 'Pansy, (Think of me)'",2026-08-15
pansy,,"사려 깊음, 마음 씀",japan,modern,wikipedia-hanakotoba,https://en.wikipedia.org/wiki/Hanakotoba,repeated,,"seed-v4: 하나코토바 三色菫 — Thoughtful, considerate. 세 문화권이 전부 생각이라 적은 유일한 꽃",2026-08-15
pansy,,기억 — 잊지 않겠다는 마음,western,15c,wikipedia-pansy,https://en.wikipedia.org/wiki/Pansy,repeated,,seed-v4: 15세기 중엽 영어로 넘어올 때 이미 누군가를 기억한다는 뜻으로 쓰이고 있었다,2026-08-15
poinsettia,red,거룩한 밤의 꽃,mexico,17c,wikipedia-poinsettia,https://en.wikipedia.org/wiki/Poinsettia,repeated,,seed-v4: 17세기부터 프란치스코회 수사들이 성탄 행사에 써 온 꽃 — flores de noche buena(거룩한 밤의 꽃),2026-08-15
poinsettia,red,스러지는 것 — 맑은 것은 다 그렇게 진다,aztec,ancient,wikipedia-poinsettia,https://en.wikipedia.org/wiki/Poinsettia,repeated,,seed-v4: 아스텍 이름 쿠에틀라쇼치틀의 뜻 — 'mortal flower that perishes and withers like all that is pure',2026-08-15
poinsettia,red,축하 — 한 해의 끝에 건네는 마음,western,modern,wikipedia-poinsettia,https://en.wikipedia.org/wiki/Poinsettia,varies,,seed-v4: 한 해의 끝에 건네는 꽃이라는 현대 서양의 쓰임. 19세기 서양 꽃말 사전에는 이 꽃 항목이 없어 varies,2026-08-15
rose-red,white,나는 당신에게 어울리는 사람입니다,uk,19c,greenaway-1884,https://www.gutenberg.org/files/31591/31591-h/31591-h.htm,single_source,,"seed-v5: docs/story-research-3.md §3. 원문 ""Rose, White — I am worthy of you."" 1884년 간행 퍼블릭 도메인",2026-08-15
rose-red,red,그리스도의 피를 기억하는 꽃,europe,16c,getty-iris-renaissance,https://brewminate.com/flowers-in-renaissance-manuscripts-and-their-symbolism/,single_source,,"seed-v5: docs/story-research-3.md §3. 스피놀라 시간서(Getty Ms. Ludwig IX 18, 약 1510~20) 근거. Getty Iris 원문의 CC BY 4.0 재게시본으로 확인",2026-08-15
rose-red,,기쁨과 아픔이 함께 옵니다 (개장미),uk,19c,greenaway-1884,https://www.gutenberg.org/files/31591/31591-h/31591-h.htm,single_source,,"seed-v5: docs/story-research-3.md §3. 원문 ""Rose, Dog — Pleasure and pain.""",2026-08-15
chrysanthemum,white,진실,uk,19c,greenaway-1884,https://www.gutenberg.org/files/31591/31591-h/31591-h.htm,single_source,,"seed-v5: docs/story-research-3.md §3. 원문 ""Chrysanthemum, White — Truth."" 흰 국화 애도와 대비되는 갈래",2026-08-15
chrysanthemum,yellow,푸대접받은 사랑,uk,19c,greenaway-1884,https://www.gutenberg.org/files/31591/31591-h/31591-h.htm,single_source,,"seed-v5: docs/story-research-3.md §3. 원문 ""Chrysanthemum, Yellow — Slighted love.""",2026-08-15
chrysanthemum,white,슬픔과 애도 (프랑스 만성절),france,20c,connexion-toussaint,https://www.connexionfrance.com/practical/why-are-chrysanthemums-the-flower-of-toussaint-in-france/284168,single_source,,"seed-v5: docs/story-research-3.md §3. 프랑스 만성절 맥락. 기존 ""흰 국화 한 송이 애도""와 문화권·맥락이 달라 별행",2026-08-15
carnation,red,"아, 가여운 내 마음",uk,19c,greenaway-1884,https://www.gutenberg.org/files/31591/31591-h/31591-h.htm,single_source,,"seed-v5: docs/story-research-3.md §3. 원문 ""Carnation, Deep Red — Alas! for my poor heart.""",2026-08-15
carnation,variegated,거절합니다,uk,19c,greenaway-1884,https://www.gutenberg.org/files/31591/31591-h/31591-h.htm,single_source,선물로 건네기엔 어울리지 않는 뜻이에요,"seed-v5: docs/story-research-3.md §3. 원문 ""Carnation, Striped — Refusal.""",2026-08-15
carnation,yellow,경멸,uk,19c,greenaway-1884,https://www.gutenberg.org/files/31591/31591-h/31591-h.htm,single_source,선물로 건네기엔 어울리지 않는 뜻이에요,"seed-v5: docs/story-research-3.md §3. 원문 ""Carnation, Yellow — Disdain.""",2026-08-15
carnation,,십자가의 못을 기억하는 꽃,europe,16c,getty-iris-renaissance,https://brewminate.com/flowers-in-renaissance-manuscripts-and-their-symbolism/,single_source,,"seed-v5: docs/story-research-3.md §3. 못·대관(冠) 상징. 기존 ""신의 꽃(dianthus 어원)""과는 다른 갈래",2026-08-15
lily-asiatic,,주목받다,japan,modern,hanakotoba-yurai-lily,https://hananokotoba.com/lily/,single_source,일본 하나코토바(花言葉)에서 전해지는 뜻이에요 — 한국·서양 꽃말과 섞어 한 문장으로 합치지 마세요,seed-v5: docs/story-research-3.md §3. 스카시유리(透百合)에 붙는 꽃말. 위를 보고 피는 아시아틱 계열에 대응,2026-08-15
lily-asiatic,,꾸미지 않은 아름다움,japan,modern,hanakotoba-yurai-lily,https://hananokotoba.com/lily/,single_source,일본 하나코토바(花言葉)에서 전해지는 뜻이에요 — 한국·서양 꽃말과 섞어 한 문장으로 합치지 마세요,seed-v5: docs/story-research-3.md §3. 원어 「飾らぬ美」. 향이 없고 형태가 단정한 아시아틱 백합의 성격과 맞음,2026-08-15
lily-asiatic,white,다정함,uk,19c,greenaway-1884,https://www.gutenberg.org/files/31591/31591-h/31591-h.htm,repeated,,"seed-v5: docs/story-research-3.md §3. 원문 ""Lily, White — Purity. Sweetness."" 중 Sweetness. 순결은 기수록이라 제외",2026-08-15
tulip-white,,명성,uk,19c,greenaway-1884,https://www.gutenberg.org/files/31591/31591-h/31591-h.htm,repeated,,"seed-v5: docs/story-research-3.md §3. 원문 ""Tulip — Fame."" 색 구분 없는 총칭 항목. 일본 화훼사전에서도 서양 꽃말로 확인",2026-08-15
tulip-white,white,잃어버린 사랑,japan,modern,hanakotoba-yurai-tulip,https://hananokotoba.com/tulip/,varies,일본 하나코토바(花言葉)에서 전해지는 뜻이에요 — 한국·서양 꽃말과 섞어 한 문장으로 합치지 마세요,"seed-v5: docs/story-research-3.md §3. 같은 흰 튤립에 서양에서는 ""용서를 구함·순수""가 붙음(기수록) — 상반된 갈래",2026-08-15
tulip-white,pink,애정·배려,korea,modern,nongmin-2022,https://www.nongmin.com/article/20220214351093,single_source,국내 화훼 유통에서 통용되는 표현이에요 — 국가기관이 정한 꽃말은 아닙니다,seed-v5: docs/story-research-3.md §3. 농민신문 자체 정보 기사로 공식 출처 표기가 없음,2026-08-15
freesia,,조건 없는 사랑,netherlands,modern,pff-holland-freesia,https://www.plantsandflowersfoundationholland.org/en/flowerguide/freesia/,single_source,,"seed-v5: docs/story-research-3.md §3. 원문 ""honour, innocence and unconditional love"" 중 unconditional love",2026-08-15
freesia,yellow,열정·성공,korea,modern,nongmin-2022,https://www.nongmin.com/article/20220214351093,single_source,국내 화훼 유통에서 통용되는 표현이에요 — 국가기관이 정한 꽃말은 아닙니다,seed-v5: docs/story-research-3.md §3. 졸업·입학 맥락의 국내식 표현. 농민신문 기사에 공식 출처 표기 없음,2026-08-15
freesia,purple,동경,japan,modern,hanakotoba-yurai-freesia,https://hananokotoba.com/freesia/,single_source,일본 하나코토바(花言葉)에서 전해지는 뜻이에요 — 한국·서양 꽃말과 섞어 한 문장으로 합치지 마세요,seed-v5: docs/story-research-3.md §3. 원어 「憧れ」. 보라가 귀한 색이었던 데서 왔다는 설명이 붙음,2026-08-15
gerbera,,바버턴의 데이지,south-africa,19c,sanbi-gerbera,https://pza.sanbi.org/gerbera-jamesonii,single_source,,seed-v5: docs/story-research-3.md §3. 남아공 바버턴 지역명에서 온 통용명(Barberton daisy). 속명 Gerber 유래와 다른 층위,2026-08-15
lisianthus,blue,텍사스의 푸른 종,usa,20c,npsot-texas-bluebell,https://www.npsot.org/posts/plant-of-the-month-texas-bluebells/,repeated,,seed-v5: docs/story-research-3.md §3. 자생지 통용명 Texas bluebell. NC State Extension 도 같은 통용명 기재,2026-08-15
lisianthus,,어떤 식물에도 뒤지지 않는 아름다움,usa,19c,curtis-1839,https://archive.org/download/mobot31753002721386/mobot31753002721386_djvu.txt,single_source,,"seed-v5: docs/story-research-3.md §3. 드러먼드가 씨앗과 함께 보낸 평(""not excelled in beauty by any plant"", 퍼블릭 도메인)에서 유래",2026-08-15
lisianthus,,변치 않는 사랑,korea,modern,hangyo-kimmincheol,https://www.hangyo.com/news/article.html?no=104614,repeated,,seed-v5: docs/story-research-3.md §3. 절화 수명이 길어 웨딩 부케에 많이 쓰인다는 맥락과 함께,2026-08-15
babys-breath,,간절한 기쁨,korea,modern,rwn-angaecho,https://www.rwn.co.kr/news/articleView.html?idxno=74972,repeated,,seed-v5: docs/story-research-3.md §3. 국립원예특작과학원 '오늘의 꽃'(11월 16일) 인용. 꽃말 단어만 사용,2026-08-15
babys-breath,white,아기의 숨결,usa,modern,rwn-angaecho,https://www.rwn.co.kr/news/articleView.html?idxno=74972,repeated,,seed-v5: docs/story-research-3.md §3. 영문 통용명 Baby's breath 의 뜻. 한국명 '안개꽃' 유래설과는 무관,2026-08-15
babys-breath,,시베리아에서 온 서늘한 꽃,korea,modern,nongsaro-babysbreath,https://www.nongsaro.go.kr/portal/ps/psb/psbl/workScheduleDtl.ps?menuId=PS00087&cntntsNo=30685&sKidofcomdtySeCode=FL,single_source,,seed-v5: docs/story-research-3.md §3. 30℃ 이상 고온 장해·저온성 화훼라는 생리 근거에서 나온 성격 표현,2026-08-15
hydrangea,white,관용,japan,modern,domani-ajisai,https://domani.shogakukan.co.jp/651207,varies,,seed-v5: docs/story-research-3.md §3. 어떤 색에도 물들지 않는 흰빛에서 왔다는 설명,2026-08-15
hydrangea,blue,인내심 있는 사랑,japan,modern,domani-ajisai,https://domani.shogakukan.co.jp/651207,varies,,seed-v5: docs/story-research-3.md §3. 비 오는 날에도 꼿꼿이 피는 모습에서 왔다는 설명. 같은 색의 '냉담·무정'은 기수록과 겹쳐 제외,2026-08-15
hydrangea,green,한결같은 사랑,japan,modern,domani-ajisai,https://domani.shogakukan.co.jp/651207,single_source,,seed-v5: docs/story-research-3.md §3. 초록빛 품종('아나벨' 계열)에 붙는 꽃말,2026-08-15
ranunculus,,비난,korea,modern,gct-ranunculus,http://www.gctnews.kr/1328,varies,선물로 건네기엔 어울리지 않는 뜻이에요,seed-v5: docs/story-research-3.md §3. 국립원예특작과학원 '오늘의 꽃' 4월 3일자 인용. 함께 실린 '화사한 매력'은 기수록이라 제외,2026-08-15
daisy,white,순수한 마음 — 티 없음,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,"seed-v5: Greenaway 1884 'Daisy — Innocence'. Dumont 1851 도 같은 항목에 Innocence 를 적고 셰익스피어의 'Whose white investments figure innocence' 를 나란히 인용한다 — 서로 다른 두 원전이 같은 말을 골라 repeated",2026-08-15
daisy,,같은 마음이에요 — 당신 뜻에 함께합니다,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,single_source,,"seed-v5: Greenaway 1884 'Daisy, Garden — I share your sentiments'. 같은 책이 뜰에 심어 기르는 쪽(Garden)과 들에 절로 나는 쪽(Wild — I will think of it)을 따로 세워 두었다. 겹꽃 원예종이 흔한 국내 유통에는 Garden 쪽이 가깝다",2026-08-15
daisy,,믿음,japan,modern,wikipedia-hanakotoba,https://en.wikipedia.org/wiki/Hanakotoba,repeated,,seed-v5: 하나코토바 雛菊(히나기쿠) — Faith. 빅토리아의 innocence 와 결이 이어진다,2026-08-15
daisy,,"숨겨진 사랑, 겸손한 아름다움",korea,modern,wikipedia-ko-daisy,https://ko.wikipedia.org/wiki/%EB%8D%B0%EC%9D%B4%EC%A7%80_(%EC%8B%9D%EB%AC%BC),single_source,국내에 흔히 도는 '인내·순진·평화'는 샤스타데이지 쪽 꽃말이에요 — 종이 다릅니다,"seed-v5: 한국어 위키백과 데이지(식물) 항목의 꽃말. 같은 문서 각주가 샤스타데이지를 '잉글리시 데이지의 Bellis perennis 와는 다르며, 꽃말은 인내·순진·평화'라고 갈라 적어 두어, 흔한 혼동을 caution_note 로 옮겼다. 문서 한 곳뿐이라 single_source — 안개꽃 선례",2026-08-15
daisy,,낮의 눈 — 아침에 열리고 밤에 닫히는 꽃,etymology,14c,wikipedia-bellis-perennis,https://en.wikipedia.org/wiki/Bellis_perennis,repeated,,seed-v5: daisy 는 day's eye(낮의 눈)가 닳아 줄어든 말. 밤이면 꽃송이가 통째로 닫히고 아침에 다시 열리는 습성에서 왔고 초서가 이 꽃을 eye of the day 라 불렀다. 속명 Bellis 는 라틴어 bellus(예쁜)에서 온다는 설명이 함께 붙는다,2026-08-15
sweet-pea,,작별 — 그리고 새 출발,japan,modern,hanakotoba-yurai-sweetpea,https://hananokotoba.com/sweetpea/,repeated,보내는 자리의 꽃이에요. 곁에 있어 달라는 자리에는 뜻이 어긋납니다,"seed-v6: 하나코토바 スイートピー「門出」(새 출발)「別離」(이별). 그리너웨이 1884 도 Pea, Sweet — Departure 로 같은 말을 적어 두 원전이 겹친다",2026-08-16
sweet-pea,,섬세한 기쁨,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,seed-v6: 그리너웨이 1884 Sweet Pea — Delicate pleasures. 하나코토바도 「ほのかな喜び」(delicate pleasure)를 나란히 적는다,2026-08-16
